5.420213456043E+04 6.291407028771E+05
5.420213493080E+04 6.290942252082E+05
5.420213530117E+04 6.288577181542E+05
5.420213567154E+04 6.290567596731E+05
5.420213604191E+04 6.291111416141E+05
5.420213641228E+04 6.292406642477E+05
5.420213678265E+04 6.292950598030E+05
5.420213715302E+04 6.293237875060E+05
5.420213752339E+04 6.288770822965E+05
5.420213789376E+04 6.290633325542E+05
5.420213826414E+04 6.290994051617E+05
5.420213863451E+04 6.290334134701E+05
5.420213900488E+04 6.290860104503E+05
5.420213937525E+04 6.292996145888E+05
5.420213974562E+04 6.291523707856E+05
5.420214011599E+04 6.294057307401E+05
5.420214048636E+04 6.294695404490E+05
5.420214085673E+04 6.296270820320E+05
5.420214122710E+04 6.291610552667E+05
5.420214159747E+04 6.294316415854E+05
5.420214196784E+04 6.297125555698E+05
5.420214233821E+04 6.293123663506E+05
5.420214270858E+04 6.293876015594E+05
5.420214307895E+04 6.297955891262E+05
5.420214344932E+04 6.299176221886E+05
5.420214381969E+04 6.302411734158E+05
5.420214419006E+04 6.302270216818E+05
5.420214456043E+04 6.300824947992E+05
5.420214493080E+04 6.301755275203E+05
5.420214530117E+04 6.303811624233E+05
5.420214567154E+04 6.306583154502E+05
5.420214604191E+04 6.305305820340E+05
5.420214641228E+04 6.307174243018E+05
5.420214678265E+04 6.312015970243E+05
5.420214715302E+04 6.305030651999E+05
5.420214752339E+04 6.309424893991E+05
5.420214789376E+04 6.314481680198E+05
5.420214826414E+04 6.311727480201E+05
5.420214863451E+04 6.313003265198E+05
5.420214900488E+04 6.315473586609E+05
5.420214937525E+04 6.315152919851E+05
5.420214974562E+04 6.319374637560E+05
5.420215011599E+04 6.317806538116E+05
5.420215048636E+04 6.319374214508E+05
5.420215085673E+04 6.316897154269E+05
5.420215122710E+04 6.322717434408E+05
5.420215159747E+04 6.320601416674E+05
5.420215196784E+04 6.321661027291E+05
5.420215233821E+04 6.321012655878E+05
5.420215270858E+04 6.320871471649E+05
5.420215307895E+04 6.321708248500E+05
5.420215344932E+04 6.320241844232E+05
5.420215381969E+04 6.318178791896E+05
5.420215419006E+04 6.319253262733E+05
5.420215456043E+04 6.322171166203E+05
5.420215493080E+04 6.318458885124E+05
5.420215530117E+04 6.314833568078E+05
5.420215567154E+04 6.317308275109E+05
5.420215604191E+04 6.312933496056E+05
5.420215641228E+04 6.313616529503E+05
5.420215678265E+04 6.313730191613E+05
5.420215715302E+04 6.309328868981E+05
5.420215752339E+04 6.308529254113E+05
5.420215789376E+04 6.310623247033E+05
5.420215826414E+04 6.306018245812E+05
5.420215863451E+04 6.309143292809E+05
5.420215900488E+04 6.304044852562E+05
5.420215937525E+04 6.302330283623E+05
5.420215974562E+04 6.302968115578E+05
5.420216011599E+04 6.298331574669E+05
5.420216048636E+04 6.299987280541E+05
5.420216085673E+04 6.299092080651E+05
5.420216122710E+04 6.296058253136E+05
5.420216159747E+04 6.295469843712E+05
5.420216196784E+04 6.293735316735E+05
5.420216233821E+04 6.293004174767E+05
5.420216270858E+04 6.289820281945E+05
5.420216307895E+04 6.291717135582E+05
5.420216344932E+04 6.290529311486E+05
5.420216381969E+04 6.284857056847E+05
5.420216419006E+04 6.288397956505E+05
5.420216456043E+04 6.286077912560E+05
5.420216493080E+04 6.288095596886E+05
5.420216530117E+04 6.285273847619E+05
5.420216567154E+04 6.282915740929E+05
5.420216604191E+04 6.282221502648E+05
5.420216641228E+04 6.280865296318E+05
5.420216678265E+04 6.283836408967E+05
5.420216715302E+04 6.279538507127E+05
5.420216752339E+04 6.277957427582E+05
5.420216789376E+04 6.281683143321E+05
5.420216826414E+04 6.280859786021E+05
5.420216863451E+04 6.278992534595E+05
5.420216900488E+04 6.280543687559E+05
5.420216937525E+04 6.284386350081E+05
5.420216974562E+04 6.276889569531E+05
5.420217011599E+04 6.282792148221E+05
5.420217048636E+04 6.282088227027E+05
5.420217085673E+04 6.281263584523E+05
5.420217122710E+04 6.283911006589E+05
5.420217159747E+04 6.285255020353E+05
5.420217196784E+04 6.286330637416E+05
5.420217233821E+04 6.289237915274E+05
5.420217270858E+04 6.290551808706E+05
5.420217307895E+04 6.290412523905E+05
5.420217344932E+04 6.293109699337E+05
5.420217381969E+04 6.291719083284E+05
5.420217419006E+04 6.291685757845E+05
5.420217456043E+04 6.297394569929E+05
5.420217493080E+04 6.295161429796E+05
5.420217530117E+04 6.298219152122E+05
5.420217567154E+04 6.299991402608E+05
5.420217604191E+04 6.300628948001E+05
5.420217641228E+04 6.303524266879E+05
5.420217678265E+04 6.305173310135E+05
5.420217715302E+04 6.304775803907E+05
5.420217752339E+04 6.305289906666E+05
5.420217789376E+04 6.305927410977E+05
5.420217826414E+04 6.306616027968E+05
5.420217863451E+04 6.311850268518E+05
5.420217900488E+04 6.311347748478E+05
5.420217937525E+04 6.313604011148E+05
5.420217974562E+04 6.315964283987E+05
5.420218011599E+04 6.316097329821E+05
5.420218048636E+04 6.319216432343E+05
5.420218085673E+04 6.317377283220E+05
5.420218122710E+04 6.319445165249E+05
5.420218159747E+04 6.321306655335E+05
5.420218196784E+04 6.322590523582E+05
5.420218233821E+04 6.321846510791E+05
5.420218270858E+04 6.322416361244E+05
5.420218307895E+04 6.321256154669E+05
5.420218344932E+04 6.325494241490E+05
5.420218381969E+04 6.320446945597E+05
5.420218419006E+04 6.323819937797E+05
5.420218456043E+04 6.325810601287E+05
5.420218493080E+04 6.322002742804E+05
5.420218530117E+04 6.323667726226E+05
5.420218567154E+04 6.322430942085E+05
5.420218604191E+04 6.322077966212E+05
5.420218641228E+04 6.321554032788E+05
5.420218678265E+04 6.322922801661E+05
5.420218715302E+04 6.321793113540E+05
5.420218752339E+04 6.323242079219E+05
5.420218789376E+04 6.320874984791E+05
5.420218826414E+04 6.320768150040E+05
5.420218863451E+04 6.315635543710E+05
5.420218900488E+04 6.321571814692E+05
5.420218937525E+04 6.314415056114E+05
5.420218974562E+04 6.314387669514E+05
5.420219011599E+04 6.313381300142E+05
5.420219048636E+04 6.313121841301E+05
5.420219085673E+04 6.312506955560E+05
5.420219122710E+04 6.308223023671E+05
5.420219159747E+04 6.311072171202E+05
5.420219196784E+04 6.305925246962E+05
5.420219233821E+04 6.308395571587E+05
5.420219270858E+04 6.307481942113E+05
5.420219307895E+04 6.302128741894E+05
5.420219344932E+04 6.298846995746E+05
5.420219381969E+04 6.297929394780E+05
5.420219419006E+04 6.295290276413E+05
5.420219456043E+04 6.295111923322E+05
5.420219493080E+04 6.295252252078E+05
5.420219530117E+04 6.292472578378E+05
5.420219567154E+04 6.293683163749E+05
5.420219604191E+04 6.291325651166E+05
5.420219641228E+04 6.285334164594E+05
5.420219678265E+04 6.286819760057E+05
5.420219715302E+04 6.286626850145E+05
5.420219752339E+04 6.285283125835E+05
5.420219789376E+04 6.287399353301E+05
5.420219826414E+04 6.279856391171E+05
5.420219863451E+04 6.280647846054E+05
5.420219900488E+04 6.285233641209E+05
5.420219937525E+04 6.280268890617E+05
5.420219974562E+04 6.279346119311E+05
5.420220011599E+04 6.281247023309E+05
5.420220048636E+04 6.282182817990E+05
5.420220085673E+04 6.281567393570E+05
5.420220122710E+04 6.283343166809E+05
5.420220159747E+04 6.283098818404E+05
5.420220196784E+04 6.284811560115E+05
5.420220233821E+04 6.287578659031E+05
5.420220270858E+04 6.283189280385E+05
5.420220307895E+04 6.288522347964E+05
5.420220344932E+04 6.289460974327E+05
5.420220381969E+04 6.289912502051E+05
5.420220419006E+04 6.287376459072E+05
5.420220456043E+04 6.291097869238E+05
5.420220493080E+04 6.291607202454E+05
5.420220530117E+04 6.293692555236E+05
5.420220567154E+04 6.301442783312E+05
5.420220604191E+04 6.300073576443E+05
5.420220641228E+04 6.298734362932E+05
5.420220678265E+04 6.302298522932E+05
5.420220715302E+04 6.308812784922E+05
5.420220752339E+04 6.302887387032E+05
5.420220789376E+04 6.310866972884E+05
5.420220826414E+04 6.311703096015E+05
5.420220863451E+04 6.308499620974E+05
5.420220900488E+04 6.316858045837E+05
5.420220937525E+04 6.318854416983E+05
5.420220974562E+04 6.320212503593E+05
5.420221011599E+04 6.320375593876E+05
5.420221048636E+04 6.324253525217E+05
5.420221085673E+04 6.324674227381E+05
5.420221122710E+04 6.326175537745E+05
5.420221159747E+04 6.326231434133E+05
5.420221196784E+04 6.327998695857E+05
5.420221233821E+04 6.328433487240E+05
5.420221270858E+04 6.331819996656E+05
5.420221307895E+04 6.332743724663E+05
5.420221344932E+04 6.330859735273E+05
5.420221381969E+04 6.332238058970E+05
5.420221419006E+04 6.330169036715E+05
5.420221456043E+04 6.329763587794E+05
5.420221493080E+04 6.330341282607E+05
5.420221530117E+04 6.328716746264E+05
5.420221567154E+04 6.329067559342E+05
5.420221604191E+04 6.328114604735E+05
5.420221641228E+04 6.330493124747E+05
5.420221678265E+04 6.327313971830E+05
5.420221715302E+04 6.327805585212E+05
5.420221752339E+04 6.323322762440E+05
5.420221789376E+04 6.323203145426E+05
5.420221826414E+04 6.326504401531E+05
5.420221863451E+04 6.321635558781E+05
5.420221900488E+04 6.319625923779E+05
5.420221937525E+04 6.319055393904E+05
5.420221974562E+04 6.317004790547E+05
5.420222011599E+04 6.313105144170E+05
5.420222048636E+04 6.311021871121E+05
5.420222085673E+04 6.313885523354E+05
5.420222122710E+04 6.306456770272E+05
5.420222159747E+04 6.305778719984E+05
5.420222196784E+04 6.299813989985E+05
5.420222233821E+04 6.304588174679E+05
5.420222270858E+04 6.303627532327E+05
